Subject,WorkTimeInSeconds,AnnaTotal,KateTotal,Winner,Prompt,AnswerType,Answer,Comprehension1,Comprehension2,Comprehension3,Anna1,Anna2,Kate1,Kate2
540,213,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,2,2,2,5
588,188,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
674,58,4,7,KATE,"NATURAL",Binary,1,FALSE,TRUE,FALSE,2,2,3,4
203,769,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
911,309,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
283,93,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,3,6,1
281,125,7,4,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,4,3,1,3
222,179,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
216,146,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1200,90,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,3,1,2,5
847,216,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,5,5,5
1369,85,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,FALSE,3,1,1,1
1053,1002,2,2,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,1,1,1,1
735,166,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
1303,871,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,6,1,5,5
1189,380,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,2,5,3,1
855,101,4,7,KATE,RIGHT,Binary,1,TRUE,FALSE,TRUE,1,3,6,1
170,104,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,1,3,1
1171,213,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,5,6,4
543,140,4,2,ANNA,CORRECT,Binary,0,TRUE,TRUE,TRUE,3,1,1,1
228,79,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,2,2,1,6
1407,143,2,2,KATE,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,1,1,1,1
174,242,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,3,3,1
518,115,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,4,6,4
619,181,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,3,2,5
1010,91,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
888,228,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
264,185,7,10,KATE,TRUSTWORTHY,Binary,1,FALSE,TRUE,TRUE,6,1,4,6
1416,326,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
563,95,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,5,2,4,6
1117,68,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,FALSE,1,3,6,1
1375,515,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,5,2,2,2
1323,69,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
479,290,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,6,4,6
225,73,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,6,3,1
1274,122,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,3,3,4
267,85,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
707,332,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
874,88,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
891,133,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,1,3,1
997,98,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
758,175,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,4,3,4,6
277,165,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,3,6,1
1141,189,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,5,2,1,3
447,104,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
923,454,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
4,111,4,7,KATE,RIGHT,Binary,0,FALSE,TRUE,TRUE,1,3,6,1
227,388,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,3,4,2,2
1366,806,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,FALSE,TRUE,6,1,5,5
1118,79,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
1421,967,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,3,1,6
597,147,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1047,126,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
560,72,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,3,4,1,3
490,97,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,3,1,6,1
74,72,7,10,KATE,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,4,3,4,6
1043,468,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,2,5,1,3
796,359,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,3,1,3
273,57,2,2,KATE,JUSTIFIED,Binary,1,TRUE,FALSE,TRUE,1,1,1,1
1099,130,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,1,1,3
1063,113,10,7,ANNA,TRUSTWORTHY,Binary,1,FALSE,TRUE,TRUE,5,5,1,6
778,485,4,2,ANNA,CORRECT,Binary,1,TRUE,FALSE,TRUE,3,1,1,1
669,100,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,5,2,1,3
411,1133,7,4,ANNA,"NATURAL",Binary,0,TRUE,FALSE,TRUE,2,5,3,1
18,304,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1376,122,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,3,4,2,2
1177,40,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,FALSE,2,2,1,1
865,67,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,6,4,6,1
1300,164,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,1,1,3
1192,279,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
398,574,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,1,2,2
1054,905,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1261,1172,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,5,5,2,5
373,143,4,2,ANNA,CORRECT,Binary,0,TRUE,TRUE,TRUE,3,1,1,1
1312,298,2,2,KATE,JUSTIFIED,Binary,1,TRUE,FALSE,TRUE,1,1,1,1
1112,108,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,FALSE,6,1,2,2
885,120,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,5,5,1,6
907,130,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,2,5,3,1
551,196,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
802,109,7,4,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,4,1,3
1147,81,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,6,4,5,2
47,256,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,TRUE,5,5,1,6
767,665,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,3,4,2,2
157,101,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,FALSE,5,5,5,2
409,114,4,2,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
214,397,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,6,1,2,2
13,130,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,3,1,1,1
1383,119,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,4,4,3
1151,436,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,FALSE,4,3,2,2
101,358,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
1103,352,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,FALSE,6,4,3,4
254,241,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,5,2,3,1
507,155,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,1,1
552,258,7,4,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,5,2,3,1
1430,103,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,6,4,6,1
676,197,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,6,1,1,3
149,84,4,2,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
1091,56,7,4,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,5,2,1,3
27,144,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,6,1,1,3
1046,403,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,4,6,4,3
537,51,7,4,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,2,5,1,3
528,103,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,5,5,1,6
916,181,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,4,3,1,3
1306,134,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,5,5,3,4
541,150,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,6,3,1
580,769,4,2,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
1275,71,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,4,6,6,1
380,141,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,FALSE,5,2,5,5
602,95,7,4,ANNA,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,6,3,1
1249,629,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,3,1,1,1
371,424,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,4,3,4
753,110,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,6,5,5
1142,215,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,6,4,3,4
164,106,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,6,3,1
1243,171,7,10,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,5,2,4,6
1286,93,10,7,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,6,4,5,2
611,126,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
697,185,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,4,5,5
1021,55,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,6,3,1
19,187,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,4,2,5
368,568,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
791,473,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,4,3,6,4
194,80,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,4,3,3,1
359,113,10,7,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,4,6,1
1356,80,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
200,86,7,10,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,2,5,6,4
52,103,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,3,4,2,2
77,92,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,1,4,6
444,179,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
750,110,7,4,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,4,3,2,2
829,164,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,5,4,6
1331,1064,7,4,ANNA,RIGHT,Binary,1,FALSE,TRUE,FALSE,1,6,1,3
853,134,7,10,KATE,"NATURAL",Binary,1,TRUE,FALSE,TRUE,2,5,4,6
768,249,4,2,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
1041,116,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,6,6,4
1386,56,4,2,ANNA,JUSTIFIED,Binary,1,TRUE,FALSE,FALSE,2,2,1,1
620,169,7,10,KATE,"NATURAL",Binary,1,TRUE,FALSE,TRUE,6,1,4,6
1350,87,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,FALSE,3,1,6,1
1287,186,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,2,2,5
859,1008,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,1,4,6
943,1056,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,3,4,3
205,109,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,4,6,4
187,195,7,10,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,3,4,5,5
1295,177,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,3,1,6
1179,273,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,6,4,6
1073,87,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,5,2,6,4
1007,120,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,5,2
262,316,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,6,5,5
1097,104,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,2,5
939,57,7,10,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,4,5,5
788,186,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,1,6
672,178,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,5,2
814,95,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,1
760,88,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,FALSE,2,2,1,6
533,58,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,3,4
408,246,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,6,1
1224,182,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,2,6,1
151,218,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,1
1231,111,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,2,4,3
517,174,4,7,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,2,2,6,1
511,150,10,7,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,4,1,6
901,455,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,FALSE,1,3,5,2
709,120,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,3,2,5
349,84,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,4,4,3
347,107,10,7,ANNA,"NATURAL",Binary,0,TRUE,TRUE,FALSE,5,5,3,4
190,198,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,2,6,1
235,176,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,4,3
559,197,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,4,3
176,260,10,7,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,4,3,4
604,478,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,3,4
566,172,10,7,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,5,5,4,3
591,113,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,4,5,2
69,88,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,3,6,1
883,96,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,4,1,6
990,215,4,7,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,1,4,3
1156,93,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,5,2,3,1
1268,128,10,7,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,4,6,3,4
824,67,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,1
245,84,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,3,4,3,1
548,143,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,4,3,1
1357,54,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,4,3,4
348,233,10,7,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,4,2,5
1253,235,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,5,3,1
513,82,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,5,5,4,3
1009,79,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,4,3,1,3
328,113,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,FALSE,5,2,3,1
333,174,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,6,2,2
556,98,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,1,6
846,86,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,5,2,2,2
480,219,10,7,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,5,2
1178,222,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,FALSE,1,6,2,2
654,121,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,5,5,6,6
33,184,7,4,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,4,3,3,1
755,201,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,4,3,1,3
248,235,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,4,6,6
441,99,10,12,KATE,"NATURAL",Binary,1,FALSE,TRUE,TRUE,4,6,6,6
1335,293,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,4,6,6,6
87,137,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,1,6,2,2
1398,100,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,1,3,1
835,136,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,4,3,1
561,136,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,1,3,1
250,94,7,4,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,4,3,1
500,234,7,4,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,3,4,2,2
163,82,7,4,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,3,4,1,3
458,154,7,10,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,4,3,4,6
258,75,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,6
1374,85,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,1,4,6
402,158,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,4,6,6,6
1193,834,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,6
833,111,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,1,6,4
1425,130,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,5,5,6,6
603,102,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,4,3,6,4
586,176,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,1,5,5
465,115,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,FALSE,6,4,6,6
1197,132,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,4,6,6
59,210,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,2,6,4
736,84,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,5,5,6,6
1252,74,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,5,4,6
589,69,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,6
419,418,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,5,6,4
647,233,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1199,81,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,6,5,5
236,113,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,5,5,6,6
718,43,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,4,6,6
862,174,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,4,6,6,6
1240,93,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,4,4,6
75,343,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,4,6,6
83,220,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,4,3,5,5
210,176,10,12,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,4,6,6,6
90,269,7,10,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,FALSE,4,3,6,4
474,327,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,4,3,6,4
969,142,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,6
569,155,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,3,4,5,5
1186,119,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,2,6,4
440,166,10,12,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,4,6,6,6
1122,1179,7,10,KATE,JUSTIFIED,Binary,1,TRUE,FALSE,TRUE,6,1,5,5
1170,116,12,12,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,6,6,6,6
121,270,7,10,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,2,5,6,4
60,107,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1282,88,12,12,ANNA,"NATURAL",Binary,0,TRUE,FALSE,TRUE,6,6,6,6
971,511,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,2,5
809,153,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
804,270,12,12,ANNA,"NATURAL",Binary,1,FALSE,TRUE,TRUE,6,6,6,6
1355,237,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1155,295,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
423,65,10,7,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,4,6,4,3
813,303,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
708,104,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,1,6
1230,108,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
977,117,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,5,2
136,79,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
741,139,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,2,5
30,895,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,1
1145,118,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1363,137,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,4,6,3,4
1188,102,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
29,446,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,1,6
109,113,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
529,94,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
68,150,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1315,70,10,7,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,6,4,5,2
773,352,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
434,162,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,2,5
593,130,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1093,417,12,12,ANNA,"NATURAL",Binary,1,TRUE,FALSE,TRUE,6,6,6,6
334,151,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,4,6,6,1
358,56,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
521,136,12,12,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,6,6,6,6
325,151,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,3,4
849,72,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,FALSE,TRUE,4,6,6,1
988,66,10,7,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,5,5,3,4
927,35,10,7,ANNA,JUSTIFIED,Binary,1,FALSE,FALSE,FALSE,4,6,6,1
1135,128,10,7,ANNA,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,5,5,6,1
837,103,10,7,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,4,6,4,3
519,129,10,7,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,4,6,1,6
1251,995,10,7,ANNA,JUSTIFIED,Binary,1,TRUE,TRUE,FALSE,4,6,1,6
1250,103,10,12,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
625,1122,10,12,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,4,6,6,6
